theta_name,theta_d_dir,n,num_runs,model,mean_mse,std_mse,mean_rmse,std_rmse
out_dominant,"(-0.5, 0.4, 1.8, 0.1, 1.6, 1.0)",2000,5,gnn,2.034755868723882,0.21810425133694145,1.4247192932787551,0.07850799388570688
out_dominant,"(-0.5, 0.4, 1.8, 0.1, 1.6, 1.0)",2000,5,dirgnn,2.8429193633933005,0.21759320589588996,1.685125358265953,0.06395203595609168
out_dominant,"(-0.5, 0.4, 1.8, 0.1, 1.6, 1.0)",2000,5,delta_gnn_minus_dirgnn,-0.8081634946694187,nan,-0.260406064987198,nan
