theta_name,theta_d_dir,n,num_runs,smoke_trials,smoke_max_treated_prop,smoke_mean_treated_prop,gnn_mean_mse_all,dirgnn_mean_mse_all,delta_mean_mse_all,ratio_mean_mse_all,gnn_mse_tau_dir,dirgnn_mse_tau_dir,delta_mse_tau_dir,ratio_mse_tau_dir,gnn_mse_tau_in,dirgnn_mse_tau_in,delta_mse_tau_in,ratio_mse_tau_in,gnn_mse_tau_out,dirgnn_mse_tau_out,delta_mse_tau_out,ratio_mse_tau_out,gnn_mse_tau_tot,dirgnn_mse_tau_tot,delta_mse_tau_tot,ratio_mse_tau_tot,rank_dirgnn_advantage
weak_directional,"(-0.5, 0.6, 0.5, 0.3, -0.2, 1.0)",2000,1,2,0.6685,0.6575,0.5407957988683716,0.25235927735185565,0.28843652151651594,2.1429598489234816,1.1150757952203831,0.5209536211575638,0.5941221740628193,2.1404511840088074,0.9899965156941412,0.37746512790068937,0.6125313877934517,2.6227496065665914,0.0003444997675628539,0.004304231484713644,-0.0039597317171507895,0.08003746285169258,0.05776638479139924,0.10671412886445594,-0.0489477440730567,0.5413189931463698,1
