theta_name,theta_d_dir,n,num_runs,model,mean_mse,std_mse,mean_rmse,std_rmse
balanced_custom,"(-1.0, 1.0, 0.0, 1.0, 0.0, 1.0)",2000,5,gnn,1.9990954194754775,0.1718959631801967,1.4128135793407388,0.061777923907804885
balanced_custom,"(-1.0, 1.0, 0.0, 1.0, 0.0, 1.0)",2000,5,dirgnn,2.8380422712245474,0.21962896997541395,1.6836378454635088,0.0652483385568247
balanced_custom,"(-1.0, 1.0, 0.0, 1.0, 0.0, 1.0)",2000,5,delta_gnn_minus_dirgnn,-0.8389468517490699,nan,-0.27082426612277,nan
