theta_name,theta_d_dir,n,num_runs,variant,mean_outcome_mse,std_outcome_mse,mean_gps_ce,std_gps_ce,mean_gps_macro_fpr,std_gps_macro_fpr,mean_gps_macro_fnr,std_gps_macro_fnr
out_dominant,"(-0.5, 0.4, 1.8, 0.1, 1.6, 1.0)",2000,5,dirgnn_base,2.857186331691642,0.2502008876665938,0.5746839604453617,0.12036838075635188,0.04484497192193684,0.0029685712053948684,0.6205291902825051,0.004880222709428832
out_dominant,"(-0.5, 0.4, 1.8, 0.1, 1.6, 1.0)",2000,5,dirgnn_plateau,4.4716722248639424,1.0037866642547855,0.531114134008517,0.04820212681796484,0.056343380780734365,0.014127109795140485,0.6734824895352748,0.055699193406898315
out_dominant,"(-0.5, 0.4, 1.8, 0.1, 1.6, 1.0)",2000,5,delta_base_minus_plateau,-1.6144858931723003,nan,0.043569826436844705,nan,-0.011498408858797528,nan,-0.0529532992527697,nan
